"accession","analysis_status","analysis_summary.0.key","analysis_summary.0.value","analysis_summary.1.key","analysis_summary.1.value","analysis_summary.2.key","analysis_summary.2.value","analysis_summary.3.key","analysis_summary.3.value","analysis_summary.4.key","analysis_summary.4.value","analysis_summary.5.key","analysis_summary.5.value","analysis_summary.6.key","analysis_summary.6.value","analysis_summary.7.key","analysis_summary.7.value","analysis_summary.8.key","analysis_summary.8.value","analysis_summary.9.key","analysis_summary.9.value","assembly","complete_time","downloads","experiment_type","instrument_model","instrument_platform","is_private","last_update","mgx_accession","pipeline_version","run","sample","study","url"
"MGYA00085742","completed","Submitted nucleotide sequences","28597027","Nucleotide sequences after format-specific filtering","28561794","Nucleotide sequences after length filtering","25391739","Nucleotide sequences after undetermined bases filtering","25391451","Reads with predicted CDS","24409828","Reads with predicted RNA","105211","Reads with InterProScan match","9151579","Predicted CDS","24480362","Predicted CDS with InterProScan match","9154760","Total InterProScan matches","14320325","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725951?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443927?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085742?format=csv"
"MGYA00085743","completed","Submitted nucleotide sequences","13112864","Nucleotide sequences after format-specific filtering","13095540","Nucleotide sequences after length filtering","11538480","Nucleotide sequences after undetermined bases filtering","11538154","Reads with predicted CDS","11049870","Reads with predicted RNA","47488","Reads with InterProScan match","4325500","Predicted CDS","11092648","Predicted CDS with InterProScan match","4327493","Total InterProScan matches","6752529","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725996?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443972?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085743?format=csv"
"MGYA00085744","completed","Submitted nucleotide sequences","58830290","Nucleotide sequences after format-specific filtering","58765337","Nucleotide sequences after length filtering","55174149","Nucleotide sequences after undetermined bases filtering","55166860","Reads with predicted CDS","52498453","Reads with predicted RNA","222164","Reads with InterProScan match","22180635","Predicted CDS","53339837","Predicted CDS with InterProScan match","22222921","Total InterProScan matches","36381684","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713390?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426837?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085744?format=csv"
"MGYA00085745","completed","Submitted nucleotide sequences","77407070","Nucleotide sequences after format-specific filtering","77304987","Nucleotide sequences after length filtering","72194355","Nucleotide sequences after undetermined bases filtering","72186062","Reads with predicted CDS","68797067","Reads with predicted RNA","381453","Reads with InterProScan match","29697733","Predicted CDS","69615070","Predicted CDS with InterProScan match","29737651","Total InterProScan matches","48089309","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713368?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426815?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085745?format=csv"
"MGYA00085746","completed","Submitted nucleotide sequences","4566374","Nucleotide sequences after format-specific filtering","4559417","Nucleotide sequences after length filtering","3952814","Nucleotide sequences after undetermined bases filtering","3952777","Reads with predicted CDS","3786897","Reads with predicted RNA","17043","Reads with InterProScan match","1398845","Predicted CDS","3796412","Predicted CDS with InterProScan match","1399198","Total InterProScan matches","2169279","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726022?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443998?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085746?format=csv"
"MGYA00085747","completed","Submitted nucleotide sequences","3718305","Nucleotide sequences after format-specific filtering","3714221","Nucleotide sequences after length filtering","3479012","Nucleotide sequences after undetermined bases filtering","3478847","Reads with predicted CDS","3321171","Reads with predicted RNA","19932","Reads with InterProScan match","1364013","Predicted CDS","3335445","Predicted CDS with InterProScan match","1364744","Total InterProScan matches","2139441","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726024?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1444000?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085747?format=csv"
"MGYA00085748","completed","Submitted nucleotide sequences","29344352","Nucleotide sequences after format-specific filtering","29318249","Nucleotide sequences after length filtering","27627088","Nucleotide sequences after undetermined bases filtering","27625846","Reads with predicted CDS","26292293","Reads with predicted RNA","166099","Reads with InterProScan match","10678081","Predicted CDS","26367729","Predicted CDS with InterProScan match","10681385","Total InterProScan matches","16564910","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725990?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443966?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085748?format=csv"
"MGYA00085749","completed","Submitted nucleotide sequences","3277516","Nucleotide sequences after format-specific filtering","3270152","Nucleotide sequences after length filtering","2957181","Nucleotide sequences after undetermined bases filtering","2956852","Reads with predicted CDS","2823210","Reads with predicted RNA","12705","Reads with InterProScan match","1194569","Predicted CDS","2851575","Predicted CDS with InterProScan match","1195983","Total InterProScan matches","1917253","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713340?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426787?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085749?format=csv"
"MGYA00085750","completed","Submitted nucleotide sequences","31274001","Nucleotide sequences after format-specific filtering","31233074","Nucleotide sequences after length filtering","29218662","Nucleotide sequences after undetermined bases filtering","29215144","Reads with predicted CDS","28167565","Reads with predicted RNA","88562","Reads with InterProScan match","12509042","Predicted CDS","28574285","Predicted CDS with InterProScan match","12530180","Total InterProScan matches","20614683","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713387?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426834?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085750?format=csv"
"MGYA00085751","completed","Submitted nucleotide sequences","62939850","Nucleotide sequences after format-specific filtering","62858695","Nucleotide sequences after length filtering","58457493","Nucleotide sequences after undetermined bases filtering","58450830","Reads with predicted CDS","56047785","Reads with predicted RNA","314896","Reads with InterProScan match","23735320","Predicted CDS","56615244","Predicted CDS with InterProScan match","23767058","Total InterProScan matches","38339261","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713362?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426809?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085751?format=csv"
"MGYA00085752","completed","Submitted nucleotide sequences","2709154","Nucleotide sequences after format-specific filtering","2704936","Nucleotide sequences after length filtering","2336407","Nucleotide sequences after undetermined bases filtering","2336384","Reads with predicted CDS","2241515","Reads with predicted RNA","9967","Reads with InterProScan match","835628","Predicted CDS","2247331","Predicted CDS with InterProScan match","835878","Total InterProScan matches","1296449","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726023?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443999?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085752?format=csv"
"MGYA00085753","completed","Submitted nucleotide sequences","46674316","Nucleotide sequences after format-specific filtering","46610165","Nucleotide sequences after length filtering","40750089","Nucleotide sequences after undetermined bases filtering","40749021","Reads with predicted CDS","39092119","Reads with predicted RNA","99930","Reads with InterProScan match","13360218","Predicted CDS","39252809","Predicted CDS with InterProScan match","13366883","Total InterProScan matches","20800479","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725997?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443973?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085753?format=csv"
"MGYA00085754","completed","Submitted nucleotide sequences","4050803","Nucleotide sequences after format-specific filtering","4043984","Nucleotide sequences after length filtering","3557529","Nucleotide sequences after undetermined bases filtering","3557449","Reads with predicted CDS","3366529","Reads with predicted RNA","35540","Reads with InterProScan match","1625959","Predicted CDS","3375991","Predicted CDS with InterProScan match","1626419","Total InterProScan matches","2541437","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726008?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443984?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085754?format=csv"
"MGYA00085755","completed","Submitted nucleotide sequences","12393317","Nucleotide sequences after format-specific filtering","12376725","Nucleotide sequences after length filtering","10681948","Nucleotide sequences after undetermined bases filtering","10681838","Reads with predicted CDS","10223603","Reads with predicted RNA","36903","Reads with InterProScan match","3684028","Predicted CDS","10240972","Predicted CDS with InterProScan match","3684577","Total InterProScan matches","5664677","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726014?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443990?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085755?format=csv"
"MGYA00085756","completed","Submitted nucleotide sequences","14332292","Nucleotide sequences after format-specific filtering","14313578","Nucleotide sequences after length filtering","12787622","Nucleotide sequences after undetermined bases filtering","12787271","Reads with predicted CDS","12184293","Reads with predicted RNA","71651","Reads with InterProScan match","4477812","Predicted CDS","12253704","Predicted CDS with InterProScan match","4480894","Total InterProScan matches","7020021","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725984?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443960?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085756?format=csv"
"MGYA00085757","completed","Submitted nucleotide sequences","26757283","Nucleotide sequences after format-specific filtering","26725938","Nucleotide sequences after length filtering","23472202","Nucleotide sequences after undetermined bases filtering","23471920","Reads with predicted CDS","22538100","Reads with predicted RNA","74691","Reads with InterProScan match","8654988","Predicted CDS","22596941","Predicted CDS with InterProScan match","8657470","Total InterProScan matches","13392729","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725971?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443947?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085757?format=csv"
"MGYA00085758","completed","Submitted nucleotide sequences","14034154","Nucleotide sequences after format-specific filtering","14015964","Nucleotide sequences after length filtering","12016103","Nucleotide sequences after undetermined bases filtering","12016005","Reads with predicted CDS","11413570","Reads with predicted RNA","77079","Reads with InterProScan match","5028886","Predicted CDS","11436455","Predicted CDS with InterProScan match","5029827","Total InterProScan matches","7768557","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725975?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443951?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085758?format=csv"
"MGYA00085759","completed","Submitted nucleotide sequences","17700972","Nucleotide sequences after format-specific filtering","17678649","Nucleotide sequences after length filtering","15543463","Nucleotide sequences after undetermined bases filtering","15543091","Reads with predicted CDS","14952855","Reads with predicted RNA","53878","Reads with InterProScan match","5509826","Predicted CDS","14999132","Predicted CDS with InterProScan match","5511739","Total InterProScan matches","8556847","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725983?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443959?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085759?format=csv"
"MGYA00085760","completed","Submitted nucleotide sequences","10196457","Nucleotide sequences after format-specific filtering","10182819","Nucleotide sequences after length filtering","9520075","Nucleotide sequences after undetermined bases filtering","9518719","Reads with predicted CDS","9110043","Reads with predicted RNA","15663","Reads with InterProScan match","3633104","Predicted CDS","9275408","Predicted CDS with InterProScan match","3639346","Total InterProScan matches","5981858","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713379?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426826?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085760?format=csv"
"MGYA00085761","completed","Submitted nucleotide sequences","21376325","Nucleotide sequences after format-specific filtering","21347844","Nucleotide sequences after length filtering","18806100","Nucleotide sequences after undetermined bases filtering","18805625","Reads with predicted CDS","17868043","Reads with predicted RNA","89270","Reads with InterProScan match","6866290","Predicted CDS","17917302","Predicted CDS with InterProScan match","6868122","Total InterProScan matches","10633593","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725981?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443957?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085761?format=csv"
"MGYA00085762","completed","Submitted nucleotide sequences","27390404","Nucleotide sequences after format-specific filtering","27354699","Nucleotide sequences after length filtering","25589280","Nucleotide sequences after undetermined bases filtering","25585701","Reads with predicted CDS","24532178","Reads with predicted RNA","120717","Reads with InterProScan match","10556794","Predicted CDS","24926144","Predicted CDS with InterProScan match","10575874","Total InterProScan matches","17412383","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713409?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426856?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085762?format=csv"
"MGYA00085763","completed","Submitted nucleotide sequences","6577199","Nucleotide sequences after format-specific filtering","6566042","Nucleotide sequences after length filtering","6110479","Nucleotide sequences after undetermined bases filtering","6109779","Reads with predicted CDS","5786423","Reads with predicted RNA","59573","Reads with InterProScan match","2924457","Predicted CDS","5864813","Predicted CDS with InterProScan match","2929017","Total InterProScan matches","4818000","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713393?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426840?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085763?format=csv"
"MGYA00085764","completed","Submitted nucleotide sequences","14955221","Nucleotide sequences after format-specific filtering","14930380","Nucleotide sequences after length filtering","13829393","Nucleotide sequences after undetermined bases filtering","13827809","Reads with predicted CDS","13232702","Reads with predicted RNA","78180","Reads with InterProScan match","5886977","Predicted CDS","13408911","Predicted CDS with InterProScan match","5896675","Total InterProScan matches","9609503","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713373?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426820?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085764?format=csv"
"MGYA00085765","completed","Submitted nucleotide sequences","34007380","Nucleotide sequences after format-specific filtering","33963034","Nucleotide sequences after length filtering","31578321","Nucleotide sequences after undetermined bases filtering","31574581","Reads with predicted CDS","30264773","Reads with predicted RNA","169325","Reads with InterProScan match","13882757","Predicted CDS","30624704","Predicted CDS with InterProScan match","13903309","Total InterProScan matches","22603287","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713356?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426803?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085765?format=csv"
"MGYA00085766","completed","Submitted nucleotide sequences","31050350","Nucleotide sequences after format-specific filtering","31003684","Nucleotide sequences after length filtering","26539684","Nucleotide sequences after undetermined bases filtering","26539426","Reads with predicted CDS","25396699","Reads with predicted RNA","118183","Reads with InterProScan match","9726611","Predicted CDS","25443340","Predicted CDS with InterProScan match","9728133","Total InterProScan matches","15014382","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726035?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1444011?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085766?format=csv"
"MGYA00085767","completed","Submitted nucleotide sequences","20681935","Nucleotide sequences after format-specific filtering","20657373","Nucleotide sequences after length filtering","18218537","Nucleotide sequences after undetermined bases filtering","18218375","Reads with predicted CDS","17368865","Reads with predicted RNA","135579","Reads with InterProScan match","7460643","Predicted CDS","17405283","Predicted CDS with InterProScan match","7462161","Total InterProScan matches","11591707","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725993?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443969?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085767?format=csv"
"MGYA00085768","completed","Submitted nucleotide sequences","8037053","Nucleotide sequences after format-specific filtering","8025399","Nucleotide sequences after length filtering","7423130","Nucleotide sequences after undetermined bases filtering","7422977","Reads with predicted CDS","7098059","Reads with predicted RNA","44543","Reads with InterProScan match","3113448","Predicted CDS","7180578","Predicted CDS with InterProScan match","3117972","Total InterProScan matches","5040719","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713396?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426843?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085768?format=csv"
"MGYA00085769","completed","Submitted nucleotide sequences","29398390","Nucleotide sequences after format-specific filtering","29374386","Nucleotide sequences after length filtering","27685967","Nucleotide sequences after undetermined bases filtering","27684730","Reads with predicted CDS","26545883","Reads with predicted RNA","121131","Reads with InterProScan match","10537861","Predicted CDS","26623630","Predicted CDS with InterProScan match","10541172","Total InterProScan matches","16409646","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726032?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1444008?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085769?format=csv"
"MGYA00085770","completed","Submitted nucleotide sequences","32474919","Nucleotide sequences after format-specific filtering","32449589","Nucleotide sequences after length filtering","30672791","Nucleotide sequences after undetermined bases filtering","30671379","Reads with predicted CDS","29178203","Reads with predicted RNA","172067","Reads with InterProScan match","11815853","Predicted CDS","29272226","Predicted CDS with InterProScan match","11819861","Total InterProScan matches","18348176","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726016?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443992?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085770?format=csv"
"MGYA00085771","completed","Submitted nucleotide sequences","1191200","Nucleotide sequences after format-specific filtering","1189124","Nucleotide sequences after length filtering","1035490","Nucleotide sequences after undetermined bases filtering","1035476","Reads with predicted CDS","986407","Reads with predicted RNA","5745","Reads with InterProScan match","396755","Predicted CDS","990387","Predicted CDS with InterProScan match","396953","Total InterProScan matches","619034","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726029?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1444005?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085771?format=csv"
"MGYA00085772","completed","Submitted nucleotide sequences","7014462","Nucleotide sequences after format-specific filtering","7002125","Nucleotide sequences after length filtering","6132829","Nucleotide sequences after undetermined bases filtering","6132665","Reads with predicted CDS","5892943","Reads with predicted RNA","29630","Reads with InterProScan match","2524682","Predicted CDS","5914698","Predicted CDS with InterProScan match","2525872","Total InterProScan matches","3953297","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725968?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443944?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085772?format=csv"
"MGYA00085773","completed","Submitted nucleotide sequences","18748351","Nucleotide sequences after format-specific filtering","18721415","Nucleotide sequences after length filtering","16219379","Nucleotide sequences after undetermined bases filtering","16219230","Reads with predicted CDS","15387501","Reads with predicted RNA","110943","Reads with InterProScan match","6321012","Predicted CDS","15415439","Predicted CDS with InterProScan match","6321947","Total InterProScan matches","9740586","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726006?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1443982?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085773?format=csv"
"MGYA00085774","completed","Submitted nucleotide sequences","30513830","Nucleotide sequences after format-specific filtering","30474265","Nucleotide sequences after length filtering","28373003","Nucleotide sequences after undetermined bases filtering","28369793","Reads with predicted CDS","27161487","Reads with predicted RNA","164345","Reads with InterProScan match","11650447","Predicted CDS","27595611","Predicted CDS with InterProScan match","11670985","Total InterProScan matches","19057598","","2016-11-21T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","3.0","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713334?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426781?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00085774?format=csv"
